filepath,label
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-02-02-02-01-16.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-02-02-02-02-16.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-03-01-01-01-16.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-03-01-01-02-16.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-03-01-02-01-16.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-03-01-02-02-16.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-03-02-01-01-16.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-03-02-01-02-16.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-03-02-02-01-16.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-03-02-02-02-16.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-04-01-01-01-16.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-04-01-01-02-16.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-04-01-02-01-16.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-04-01-02-02-16.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-04-02-01-01-16.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-04-02-01-02-16.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-04-02-02-01-16.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-04-02-02-02-16.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-05-01-01-01-16.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-05-01-01-02-16.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-05-01-02-01-16.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-05-01-02-02-16.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-05-02-01-01-16.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-05-02-01-02-16.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-05-02-02-01-16.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-05-02-02-02-16.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-06-01-01-01-16.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-06-01-01-02-16.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-06-01-02-01-16.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-06-01-02-02-16.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-06-02-01-01-16.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-06-02-01-02-16.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-06-02-02-01-16.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-06-02-02-02-16.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-07-01-01-01-16.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-07-01-01-02-16.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-07-01-02-01-16.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-07-01-02-02-16.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-07-02-01-01-16.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-07-02-01-02-16.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-07-02-02-01-16.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-07-02-02-02-16.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-08-01-01-01-16.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-08-01-01-02-16.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-08-01-02-01-16.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-08-01-02-02-16.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-08-02-01-01-16.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-08-02-01-02-16.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-08-02-02-01-16.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_16\03-01-08-02-02-02-16.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-01-01-01-01-17.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-01-01-01-02-17.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-01-01-02-01-17.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-01-01-02-02-17.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-02-01-01-01-17.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-02-01-01-02-17.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-02-01-02-01-17.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-02-01-02-02-17.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-02-02-01-01-17.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-02-02-01-02-17.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-02-02-02-01-17.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-02-02-02-02-17.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-03-01-01-01-17.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-03-01-01-02-17.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-03-01-02-01-17.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-03-01-02-02-17.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-03-02-01-01-17.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-03-02-01-02-17.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-03-02-02-01-17.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-03-02-02-02-17.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-04-01-01-01-17.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-04-01-01-02-17.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-04-01-02-01-17.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-04-01-02-02-17.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-04-02-01-01-17.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-04-02-01-02-17.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-04-02-02-01-17.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-04-02-02-02-17.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-05-01-01-01-17.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-05-01-01-02-17.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-05-01-02-01-17.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-05-01-02-02-17.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-05-02-01-01-17.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-05-02-01-02-17.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-05-02-02-01-17.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-05-02-02-02-17.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-06-01-01-01-17.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-06-01-01-02-17.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-06-01-02-01-17.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-06-01-02-02-17.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-06-02-01-01-17.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-06-02-01-02-17.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-06-02-02-01-17.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-06-02-02-02-17.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-07-01-01-01-17.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-07-01-01-02-17.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-07-01-02-01-17.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-07-01-02-02-17.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-07-02-01-01-17.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-07-02-01-02-17.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-07-02-02-01-17.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-07-02-02-02-17.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-08-01-01-01-17.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-08-01-01-02-17.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-08-01-02-01-17.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-08-01-02-02-17.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-08-02-01-01-17.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-08-02-01-02-17.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-08-02-02-01-17.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_17\03-01-08-02-02-02-17.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-01-01-01-01-18.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-01-01-01-02-18.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-01-01-02-01-18.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-01-01-02-02-18.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-02-01-01-01-18.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-02-01-01-02-18.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-02-01-02-01-18.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-02-01-02-02-18.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-02-02-01-01-18.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-02-02-01-02-18.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-02-02-02-01-18.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-02-02-02-02-18.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-03-01-01-01-18.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-03-01-01-02-18.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-03-01-02-01-18.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-03-01-02-02-18.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-03-02-01-01-18.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-03-02-01-02-18.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-03-02-02-01-18.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-03-02-02-02-18.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-04-01-01-01-18.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-04-01-01-02-18.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-04-01-02-01-18.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-04-01-02-02-18.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-04-02-01-01-18.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-04-02-01-02-18.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-04-02-02-01-18.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-04-02-02-02-18.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-05-01-01-01-18.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-05-01-01-02-18.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-05-01-02-01-18.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-05-01-02-02-18.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-05-02-01-01-18.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-05-02-01-02-18.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-05-02-02-01-18.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-05-02-02-02-18.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-06-01-01-01-18.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-06-01-01-02-18.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-06-01-02-01-18.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-06-01-02-02-18.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-06-02-01-01-18.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-06-02-01-02-18.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-06-02-02-01-18.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-06-02-02-02-18.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-07-01-01-01-18.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-07-01-01-02-18.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-07-01-02-01-18.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-07-01-02-02-18.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-07-02-01-01-18.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-07-02-01-02-18.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-07-02-02-01-18.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-07-02-02-02-18.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-08-01-01-01-18.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-08-01-01-02-18.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-08-01-02-01-18.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-08-01-02-02-18.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-08-02-01-01-18.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-08-02-01-02-18.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-08-02-02-01-18.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_18\03-01-08-02-02-02-18.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_19\03-01-01-01-01-01-19.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_19\03-01-01-01-01-02-19.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_19\03-01-01-01-02-01-19.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_19\03-01-01-01-02-02-19.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_19\03-01-02-01-01-01-19.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_19\03-01-02-01-01-02-19.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_19\03-01-02-01-02-01-19.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_19\03-01-02-01-02-02-19.wav,calm
